@RELATION svm_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bumps,door,steps,speech,spcDoor,background,scream}

@DATA
0.033279,0.004491,2.127230,0.085507,0.170662,0.097815,0.001418,0.022531,-24.608714,2.855007,0.133171,0.016135,-0.360742,0.056700,-0.031734,-0.037061,-0.012715,-0.021689,0.146715,-0.074565,-0.049223,0.012100,0.004243,0.019522,0.028095,0.094209,0.070834,0.010661,0.011156,0.009710,0.012906,0.016341,0.012419,0.031810,0.006497,0.002547,0.439170,0.025417,0.038140,0.030474,0.001057,0.004001,1.590837,0.369766,0.091034,0.275985,0.107786,0.159372,0.128623,0.137212,0.052123,0.067965,0.108069,0.070268,0.087292,0.005239,0.003049,0.005953,0.003840,0.032880,0.052032,0.006493,0.004003,0.003245,0.005809,0.006404,0.003349,0.013401,steps
0.016952,0.002576,2.328586,0.077741,0.158545,0.047249,0.002534,0.020272,-26.842936,2.861449,-0.138284,0.306898,-0.401023,0.209177,-0.078355,-0.039442,0.051281,0.061052,-0.128220,0.004254,-0.055815,0.026995,0.003811,0.034713,0.011257,0.030281,0.026074,0.019867,0.039145,0.023574,0.004911,0.035581,0.036097,0.023261,0.003866,0.001681,0.511490,0.035916,0.059702,0.026315,0.001650,0.010404,2.858954,0.588588,0.128384,0.149018,0.152376,0.138038,0.100771,0.070334,0.096762,0.108689,0.144846,0.113986,0.095551,0.009031,0.003101,0.012324,0.004884,0.016196,0.019945,0.006278,0.019590,0.009446,0.002690,0.013602,0.013401,0.007360,steps
0.016308,0.003526,2.452265,0.089901,0.182532,0.038242,0.002189,0.014761,-26.403900,2.707838,-0.007412,0.445936,-0.246257,0.164562,0.092417,0.035558,0.037962,0.045269,-0.033799,-0.081377,-0.060223,0.019153,0.003210,0.045471,0.007931,0.008505,0.007763,0.016948,0.048495,0.017148,0.008576,0.032949,0.024932,0.018700,0.005136,0.002992,0.391441,0.041366,0.056414,0.025358,0.001456,0.006126,2.177245,0.521239,0.185478,0.276827,0.196970,0.114985,0.146872,0.091183,0.068631,0.066433,0.121230,0.113805,0.069404,0.007931,0.001754,0.012599,0.002774,0.002051,0.003083,0.009277,0.019074,0.007170,0.003853,0.013111,0.014151,0.003169,steps
0.024639,0.002562,1.864600,0.082431,0.157043,0.115533,0.002034,0.032507,-25.275157,2.511075,0.013258,0.336878,-0.336350,-0.060511,-0.151614,-0.097676,-0.145051,-0.122934,0.062606,0.095797,-0.102151,0.024920,0.003388,0.023792,0.020199,0.012040,0.015710,0.033178,0.017959,0.017322,0.007450,0.024551,0.024613,0.011581,0.005502,0.001743,0.581331,0.028635,0.058822,0.076443,0.001709,0.017569,2.749930,0.274386,0.404701,0.307991,0.255968,0.207480,0.185923,0.136620,0.130287,0.095603,0.104573,0.041259,0.168265,0.007011,0.001501,0.007263,0.006960,0.004100,0.003261,0.018140,0.005413,0.007710,0.004143,0.010804,0.010893,0.003936,steps
0.024873,0.002787,2.131578,0.091939,0.194201,0.017984,0.002043,0.011931,-27.261778,3.464113,0.068186,0.424479,-0.408851,0.259412,-0.159454,-0.051806,0.012494,0.045604,0.057325,-0.119032,0.019571,0.010588,0.002632,0.037574,0.009243,0.010132,0.007559,0.010960,0.061326,0.020091,0.007636,0.015229,0.020323,0.018435,0.006580,0.001452,0.375525,0.039119,0.047207,0.013368,0.001321,0.004589,1.708405,0.733052,0.164773,0.149514,0.131673,0.107923,0.087724,0.088293,0.080511,0.123681,0.151458,0.148315,0.031347,0.003142,0.000655,0.005788,0.004424,0.004028,0.004440,0.003480,0.027419,0.005001,0.006042,0.004322,0.013863,0.006582,steps
0.031320,0.001843,2.419776,0.116831,0.216457,0.063497,0.001984,0.016074,-27.407012,2.576665,0.322010,0.390432,-0.439058,-0.094429,-0.043987,-0.029789,-0.097986,0.012015,0.012024,0.081088,0.046794,0.011822,0.002406,0.031856,0.023844,0.027994,0.068236,0.014529,0.042026,0.016049,0.014038,0.024209,0.012303,0.024547,0.006968,0.001683,0.524859,0.045303,0.057802,0.026060,0.001452,0.006740,2.147957,0.588159,0.252923,0.305474,0.191622,0.080410,0.069304,0.061038,0.138078,0.088863,0.183451,0.174017,0.186962,0.004991,0.000578,0.009161,0.009862,0.015924,0.029707,0.007151,0.021015,0.006313,0.013893,0.006500,0.007225,0.006367,steps
0.021294,0.004292,2.693145,0.085888,0.184535,0.063200,0.001809,0.024253,-25.020993,2.308495,0.091428,0.443862,-0.286347,0.375836,-0.339131,-0.019593,-0.053780,0.148756,0.156306,0.126580,0.011258,0.008001,0.004452,0.026270,0.024579,0.035059,0.065239,0.042418,0.048130,0.075664,0.008157,0.021357,0.011147,0.031103,0.004522,0.003199,0.317656,0.020035,0.033445,0.034447,0.000863,0.018531,1.428024,0.671058,0.382266,0.418225,0.191305,0.140376,0.117152,0.112156,0.110215,0.123496,0.154226,0.204635,0.061757,0.005333,0.002518,0.012361,0.015303,0.024199,0.030353,0.022298,0.010546,0.047799,0.005068,0.009373,0.003878,0.009796,steps
0.026583,0.013799,2.215603,0.101780,0.217011,0.027089,0.001731,0.008504,-25.363251,3.292961,0.172714,0.376152,-0.120477,0.197934,0.013950,0.113413,-0.022889,0.018165,0.323170,0.289755,0.040910,0.063321,0.015799,0.090056,0.084301,0.078200,0.136765,0.020980,0.011222,0.007543,0.034574,0.023374,0.076370,0.052034,0.005005,0.005755,0.490354,0.034444,0.038964,0.017083,0.001377,0.001290,1.189873,0.316110,0.190079,0.162686,0.096490,0.047719,0.057244,0.042239,0.066963,0.055591,0.067001,0.091073,0.073436,0.028622,0.005120,0.034292,0.031762,0.032210,0.046540,0.016390,0.001982,0.003273,0.021632,0.005461,0.011495,0.006956,steps
0.028597,0.002980,2.752631,0.130344,0.250054,0.045081,0.001790,0.011625,-26.288332,2.952107,0.507949,0.469342,-0.181900,0.201907,0.061014,0.159459,-0.011300,0.073911,0.250138,0.242575,0.118985,0.015943,0.004692,0.025232,0.053312,0.041219,0.087596,0.040756,0.029350,0.023060,0.021902,0.018923,0.025426,0.030000,0.005872,0.002117,0.547039,0.037599,0.040082,0.019855,0.000699,0.002459,1.230215,0.347794,0.204178,0.170666,0.062919,0.079253,0.066871,0.043582,0.042043,0.097913,0.066140,0.064685,0.062564,0.006251,0.002022,0.007241,0.013850,0.017729,0.035699,0.016900,0.006927,0.006565,0.005411,0.004620,0.007382,0.005913,steps
0.033855,0.003800,2.669189,0.128786,0.247771,0.047002,0.002067,0.012772,-25.539361,2.594031,0.029696,0.339805,-0.179873,0.124021,0.012271,0.128294,0.082005,0.173973,0.223388,-0.041080,0.060446,0.007011,0.002428,0.025714,0.034614,0.087354,0.107788,0.047318,0.052537,0.019254,0.006226,0.027244,0.012856,0.038196,0.003322,0.002168,0.386405,0.035449,0.038502,0.017362,0.001655,0.005631,1.318462,0.498337,0.402425,0.355824,0.172655,0.072163,0.081861,0.044403,0.109720,0.121835,0.093683,0.099969,0.064137,0.002878,0.000706,0.011422,0.013397,0.029316,0.049879,0.019257,0.021407,0.003271,0.003848,0.007824,0.008521,0.008719,steps
0.028588,0.002371,2.784465,0.139733,0.253332,0.062846,0.001887,0.011260,-26.343960,2.712873,0.286432,0.321169,0.075645,0.213476,0.162085,0.256863,0.014555,0.010873,0.074249,0.018072,0.053018,0.010039,0.003718,0.025790,0.035522,0.039001,0.057072,0.010693,0.024924,0.014232,0.047393,0.023125,0.011939,0.022071,0.003703,0.002193,0.534032,0.041366,0.042348,0.031184,0.001156,0.004616,1.436122,0.596983,0.353794,0.150888,0.104251,0.150202,0.090984,0.075978,0.066631,0.048266,0.134730,0.163645,0.139922,0.005599,0.000942,0.011317,0.027431,0.032013,0.030212,0.005887,0.009999,0.009848,0.021317,0.004388,0.006712,0.005945,steps
0.036168,0.005650,2.281148,0.113094,0.226517,0.059344,0.001635,0.011313,-25.492636,2.786209,0.442169,0.344934,0.088161,0.533431,0.035350,0.227642,-0.071091,-0.018438,-0.053783,0.023187,0.103770,0.035171,0.010864,0.045076,0.047139,0.065340,0.052863,0.015513,0.028041,0.009227,0.027854,0.068221,0.026683,0.027835,0.014091,0.002775,0.565850,0.033349,0.035205,0.030977,0.001513,0.001636,1.040157,0.306615,0.074106,0.146864,0.084521,0.185343,0.077480,0.070779,0.040667,0.044918,0.065534,0.040593,0.062674,0.014299,0.003556,0.012214,0.017887,0.027418,0.018755,0.009009,0.013294,0.003542,0.007277,0.035593,0.012264,0.007513,steps
0.017354,0.006458,2.735731,0.093318,0.197643,0.056459,0.002615,0.022872,-24.442744,2.231555,0.041477,0.549821,-0.307940,0.195088,-0.136537,0.085943,0.081031,0.314473,0.199486,0.097964,0.019779,0.007452,0.004892,0.033853,0.023668,0.034131,0.050181,0.011010,0.043837,0.050449,0.015491,0.034271,0.026137,0.026702,0.003575,0.002958,0.174902,0.019005,0.031374,0.021321,0.001831,0.016063,1.209992,0.643892,0.328330,0.407082,0.163378,0.122755,0.100945,0.039503,0.068970,0.073720,0.028069,0.052370,0.037670,0.004643,0.003959,0.006286,0.007391,0.012798,0.020618,0.003924,0.019727,0.024818,0.007573,0.018949,0.006910,0.008011,steps
0.016842,0.013784,2.552238,0.094765,0.195039,0.051596,0.001849,0.013010,-24.237641,1.867536,0.266408,0.986339,-0.237397,0.407425,-0.222250,0.140920,-0.046694,0.086958,0.072544,0.148385,0.064592,0.013082,0.002608,0.031693,0.014493,0.040729,0.124358,0.032633,0.042967,0.031321,0.007618,0.037329,0.011831,0.040771,0.003434,0.007214,0.244147,0.021629,0.033433,0.028324,0.001121,0.011021,1.285351,0.362646,0.232942,0.220052,0.194045,0.089030,0.096314,0.091768,0.046540,0.070111,0.043395,0.058202,0.069570,0.004432,0.000818,0.009502,0.007235,0.025597,0.052913,0.012009,0.014705,0.012579,0.003033,0.008580,0.005128,0.011378,steps
0.016104,0.014499,2.586145,0.083454,0.181796,0.081741,0.002463,0.030790,-23.294522,2.079021,0.073920,0.592632,-0.194680,0.439252,-0.127763,0.228783,-0.072649,0.123088,0.094718,0.196352,0.027182,0.010233,0.004821,0.036168,0.020149,0.023816,0.015934,0.027692,0.022406,0.027266,0.010303,0.024182,0.014016,0.013058,0.003157,0.005796,0.338426,0.012285,0.021429,0.048789,0.001331,0.016630,1.152004,0.416419,0.379262,0.310131,0.239332,0.089266,0.091745,0.112168,0.102900,0.107124,0.060671,0.077975,0.061906,0.004632,0.001575,0.017740,0.010766,0.009998,0.007535,0.018751,0.008276,0.018202,0.005464,0.008219,0.006588,0.005513,steps
0.023948,0.008518,2.621139,0.105518,0.215007,0.037832,0.001697,0.012251,-24.586565,2.098561,-0.082724,0.817803,-0.225691,0.429210,-0.314739,0.023256,-0.041262,0.104577,0.101040,0.010001,-0.158118,0.018081,0.002207,0.051135,0.024536,0.024765,0.018414,0.029540,0.027823,0.023653,0.005497,0.037897,0.062434,0.022694,0.002422,0.003750,0.273894,0.027068,0.037216,0.010720,0.001166,0.007039,1.330671,0.299753,0.237342,0.274070,0.106027,0.115654,0.174749,0.059497,0.039742,0.053055,0.069178,0.067084,0.057628,0.008936,0.000728,0.012660,0.017085,0.011926,0.007579,0.009165,0.008033,0.011049,0.003616,0.016297,0.016741,0.004453,steps
0.033622,0.003075,2.708644,0.127834,0.247481,0.048403,0.001569,0.011638,-25.930435,2.860807,0.421887,0.431240,-0.053185,0.274266,-0.036809,0.242060,-0.074736,-0.077913,-0.093381,0.076245,-0.000602,0.017978,0.008358,0.023666,0.032609,0.031628,0.024148,0.011082,0.027005,0.017740,0.030876,0.048565,0.295609,0.079929,0.006109,0.002234,0.610634,0.038813,0.040144,0.017160,0.001379,0.003118,1.249024,0.498629,0.109032,0.308650,0.164147,0.103483,0.061853,0.188896,0.220298,0.110997,0.108356,0.038748,0.081657,0.008850,0.003268,0.006558,0.018443,0.021515,0.015843,0.005142,0.006989,0.010594,0.010684,0.015388,0.137653,0.036597,steps
0.040551,0.003844,2.450222,0.135292,0.251095,0.065464,0.001350,0.011879,-26.118423,2.817574,0.357934,0.481669,-0.164982,0.311845,-0.010778,0.106314,-0.145592,-0.084432,0.017323,-0.085042,-0.039916,0.029139,0.002351,0.061568,0.061585,0.059600,0.030394,0.024877,0.033886,0.028561,0.026528,0.041347,0.149078,0.043594,0.009609,0.001872,0.469094,0.042309,0.039503,0.041179,0.000873,0.002237,1.171091,0.495903,0.235002,0.217573,0.087312,0.071309,0.034219,0.078044,0.027143,0.094334,0.036898,0.069095,0.066360,0.018289,0.000936,0.020913,0.019071,0.019460,0.016494,0.008492,0.016839,0.005118,0.008077,0.016206,0.022684,0.004027,steps
0.035198,0.005615,2.688124,0.133684,0.253828,0.059213,0.001184,0.011375,-25.354422,2.703386,0.568725,0.418709,-0.088204,0.304664,0.146741,0.214813,-0.065789,0.145835,0.022038,0.150762,0.145241,0.017027,0.005552,0.031751,0.076777,0.069202,0.070271,0.014949,0.022400,0.016922,0.046533,0.023383,0.018209,0.033431,0.009353,0.003779,0.592310,0.033942,0.035087,0.022087,0.000720,0.001827,1.033650,0.263798,0.210772,0.210598,0.103038,0.093020,0.064416,0.104389,0.066218,0.163102,0.058176,0.079410,0.077934,0.012017,0.002035,0.014099,0.045316,0.025908,0.037242,0.007561,0.011957,0.008837,0.018246,0.006062,0.009723,0.007733,steps
0.033035,0.003806,2.804347,0.135709,0.255274,0.065140,0.001893,0.012201,-25.766140,2.578717,0.476314,0.479684,-0.072822,0.200379,0.200035,0.140496,-0.121711,0.136033,0.193037,0.135548,0.032831,0.014699,0.005764,0.027540,0.027377,0.093766,0.118201,0.016000,0.049431,0.031675,0.018127,0.023480,0.019578,0.043359,0.006831,0.002631,0.408408,0.032821,0.033710,0.031335,0.000891,0.004485,1.057014,0.278320,0.151147,0.244478,0.060302,0.080274,0.144243,0.073952,0.097713,0.057425,0.059524,0.059080,0.077668,0.006902,0.003178,0.012102,0.023309,0.060580,0.089925,0.007219,0.022043,0.010368,0.012401,0.006949,0.008907,0.017082,steps
0.036049,0.002792,2.253084,0.117306,0.154663,0.511408,0.000935,0.116159,-24.241719,1.546681,-0.161528,0.445046,-0.127951,0.307471,0.119465,0.180359,-0.185287,-0.156864,0.062623,0.091094,0.003811,0.019843,0.005919,0.024780,0.024335,0.024291,0.009518,0.012633,0.023165,0.009642,0.008706,0.022499,0.021416,0.011397,0.004582,0.001811,0.376798,0.028446,0.024588,0.254511,0.000683,0.059847,1.691308,0.332536,0.253071,0.337959,0.232703,0.149012,0.099085,0.194370,0.124211,0.078220,0.101414,0.108051,0.092250,0.009234,0.003071,0.011142,0.007275,0.011516,0.003257,0.005196,0.009698,0.005416,0.005569,0.011109,0.011055,0.002992,steps
0.028054,0.001285,2.268520,0.090836,0.164401,0.272584,0.001443,0.049054,-26.146013,1.743227,0.033869,0.339264,0.048341,0.322085,0.157619,0.364208,0.010692,-0.125382,0.099857,0.060072,-0.059467,0.064494,0.004401,0.026658,0.036408,0.029671,0.010284,0.018399,0.028169,0.013602,0.005843,0.017963,0.020944,0.019604,0.004351,0.001039,0.583827,0.013277,0.036861,0.253358,0.000775,0.034256,1.579426,0.605279,0.290872,0.291257,0.205038,0.240069,0.077264,0.099119,0.070346,0.136087,0.099513,0.055100,0.076808,0.025389,0.002291,0.008270,0.022427,0.020298,0.003968,0.006213,0.007141,0.006959,0.004118,0.009440,0.015051,0.008396,steps
0.034815,0.003582,2.174198,0.102883,0.185850,0.083016,0.001194,0.031918,-25.321721,2.506181,-0.294028,0.415628,-0.164328,-0.038397,-0.372395,0.212875,0.112349,0.119060,0.272448,0.113079,0.057550,0.018537,0.003251,0.016570,0.024595,0.047178,0.016023,0.023157,0.040525,0.012454,0.012306,0.030154,0.024075,0.015832,0.006226,0.002626,0.726308,0.042139,0.064308,0.037914,0.000812,0.008236,2.454025,0.210980,0.144304,0.136968,0.091110,0.128272,0.126899,0.075007,0.026079,0.033562,0.111438,0.082162,0.060566,0.006154,0.001063,0.009951,0.014736,0.035573,0.007574,0.006915,0.014155,0.005177,0.005885,0.006422,0.009437,0.008100,steps
0.021998,0.021961,2.370932,0.093325,0.144874,0.097978,0.001263,0.014078,-24.382051,2.162016,-0.339658,0.348324,0.278016,-0.062981,0.012054,-0.053815,0.202866,-0.065548,0.066335,0.103779,0.091838,0.108532,0.001506,0.090523,0.076085,0.052151,0.032907,0.036570,0.002173,0.054011,0.004367,0.083367,0.130448,0.051499,0.002476,0.011895,0.494611,0.007315,0.013360,0.019956,0.000968,0.003636,2.031371,0.121222,0.065814,0.124463,0.069556,0.148308,0.092724,0.085307,0.076151,0.116225,0.062004,0.051864,0.087956,0.046906,0.000360,0.031914,0.036356,0.019489,0.009697,0.015461,0.000977,0.024861,0.001219,0.026488,0.043614,0.010578,steps
0.039762,0.002012,2.660534,0.120660,0.158553,0.258018,0.000716,0.050913,-26.106995,1.267993,-0.547763,0.428426,0.153490,0.317614,0.168631,0.084858,0.085228,0.016237,0.131986,0.198431,0.064405,0.048138,0.002156,0.037451,0.032658,0.056587,0.014617,0.046629,0.002748,0.053153,0.002595,0.036260,0.059751,0.034498,0.003178,0.001497,0.374084,0.010096,0.016664,0.046476,0.000328,0.012720,1.673149,0.345271,0.107452,0.055408,0.136355,0.046504,0.070551,0.036055,0.045790,0.053646,0.034723,0.034595,0.091283,0.015370,0.000814,0.014565,0.012567,0.050920,0.006011,0.017523,0.000714,0.028639,0.000767,0.008861,0.014231,0.011845,steps
0.042877,0.007760,2.607734,0.106822,0.144664,0.239920,0.000594,0.051804,-23.488196,1.656376,-0.589579,0.525073,0.148301,0.169524,0.050638,-0.000140,0.154125,0.074809,0.159620,0.170852,0.143523,0.024924,0.003799,0.027616,0.029928,0.071382,0.013180,0.024661,0.003230,0.067646,0.004785,0.021990,0.045003,0.034519,0.002812,0.005467,0.503397,0.011505,0.017135,0.029256,0.000328,0.006370,1.981587,0.190319,0.126479,0.083839,0.092889,0.064799,0.150854,0.109557,0.067343,0.121516,0.052452,0.109905,0.109077,0.016794,0.001172,0.013120,0.014742,0.046110,0.005366,0.007598,0.001289,0.048573,0.001498,0.011304,0.028553,0.015789,steps
0.081079,0.009880,2.487022,0.130073,0.157913,0.473148,0.000428,0.074118,-21.810115,1.660755,-0.685630,0.176164,-0.030086,-0.006218,0.085718,-0.007887,0.155481,0.215087,0.120468,0.228363,0.164402,0.018406,0.003272,0.020850,0.018284,0.044867,0.010815,0.013852,0.003771,0.015536,0.008144,0.019256,0.044787,0.016697,0.008602,0.006422,0.562863,0.013752,0.011875,0.082507,0.000193,0.014436,1.167786,0.227180,0.144082,0.199987,0.143333,0.092088,0.101352,0.063613,0.085161,0.130429,0.068559,0.077290,0.081671,0.011050,0.000785,0.011790,0.007469,0.016249,0.002733,0.008145,0.001304,0.006371,0.002222,0.005709,0.021298,0.005303,steps
0.033848,0.023396,2.174664,0.079818,0.132499,0.112428,0.000973,0.027257,-22.765765,2.623524,-0.360699,0.497588,-0.176153,-0.270016,-0.036526,-0.198632,0.276806,0.128541,-0.038970,0.023340,0.098877,0.063170,0.002963,0.046394,0.053656,0.047874,0.018930,0.034479,0.002614,0.037106,0.007914,0.063516,0.090573,0.034290,0.006242,0.012239,0.649680,0.018485,0.020648,0.090100,0.000756,0.011177,1.110681,0.423436,0.156371,0.136046,0.117097,0.061787,0.154540,0.182079,0.101707,0.147647,0.092323,0.152714,0.090073,0.023288,0.001587,0.018130,0.027602,0.021965,0.005756,0.015680,0.001972,0.017526,0.003609,0.024456,0.025842,0.008178,steps
0.040610,0.008011,2.670147,0.096033,0.138445,0.194849,0.000774,0.037371,-23.898088,2.143908,-0.347172,0.486480,0.081639,-0.034914,-0.097040,-0.149313,0.199816,0.074726,0.091723,0.077036,0.093181,0.057133,0.003756,0.038445,0.030851,0.056183,0.017331,0.033549,0.003306,0.029849,0.006467,0.053408,0.080779,0.031435,0.006358,0.006531,0.439159,0.024099,0.019821,0.104537,0.000421,0.007781,1.294054,0.291629,0.110974,0.109377,0.101753,0.106378,0.193379,0.213574,0.105073,0.143048,0.073325,0.085695,0.086441,0.023145,0.001455,0.016591,0.014135,0.027000,0.006673,0.011714,0.001491,0.017527,0.002488,0.020289,0.021057,0.005537,steps
0.068967,0.028496,2.840743,0.113401,0.138817,0.187306,0.001874,0.075033,-21.795192,3.357169,-0.526945,-0.980014,-0.265970,0.157280,-0.053123,0.237320,-0.304447,0.207770,-0.211512,-0.259408,0.022631,0.009761,0.008426,0.001729,0.003637,0.013652,0.001682,0.001616,0.002420,0.003185,0.115048,0.011640,0.003327,0.033263,0.029187,0.007799,0.247339,0.006982,0.010425,0.028807,0.000886,0.003489,0.355054,0.252562,0.259756,0.206141,0.159149,0.114922,0.120270,0.090388,0.091330,0.090092,0.124353,0.033531,0.111757,0.005217,0.004673,0.001252,0.001490,0.008243,0.000995,0.000894,0.001612,0.001517,0.060878,0.006215,0.002690,0.015596,speech
0.056908,0.100632,2.815643,0.112857,0.135080,0.211477,0.004145,0.067175,-20.706370,3.158074,-0.447452,-0.757673,-0.549691,0.135028,-0.057781,0.468115,0.080602,-0.055035,-0.209547,-0.064864,0.067239,0.033846,0.012918,0.007855,0.003541,0.001945,0.000970,0.001477,0.003262,0.002956,0.001635,0.002605,0.015066,0.013306,0.004821,0.033824,0.201759,0.010651,0.015484,0.072903,0.001824,0.005717,0.332429,0.329473,0.222786,0.210948,0.274211,0.212244,0.228926,0.241973,0.115594,0.146963,0.095224,0.071309,0.050088,0.025695,0.008366,0.004463,0.001363,0.001064,0.000613,0.001196,0.002651,0.002169,0.000816,0.002107,0.013558,0.004097,speech
0.121749,0.036894,2.393732,0.125876,0.156923,0.165075,0.002511,0.061219,-22.655553,3.446047,0.571495,-1.021962,-0.599480,-0.164843,-0.148638,0.400939,-0.180558,0.402867,-0.264303,-0.087025,0.224704,0.012690,0.003934,0.013820,0.002355,0.001631,0.004220,0.006128,0.003477,0.001309,0.002234,0.013070,0.017876,0.008143,0.055114,0.013676,0.387885,0.027139,0.030345,0.099471,0.001266,0.004699,0.626965,0.225197,0.463727,0.268523,0.186457,0.167413,0.190193,0.050029,0.076067,0.091814,0.158456,0.132796,0.045405,0.007387,0.002801,0.005723,0.001552,0.001154,0.002597,0.004190,0.003519,0.000655,0.002182,0.005829,0.004099,0.001664,speech
0.105310,0.021132,2.321041,0.142498,0.161038,0.321400,0.002380,0.074533,-22.405968,3.137073,0.279526,-1.078003,-0.105803,0.385669,-0.343067,0.369346,-0.346136,0.071759,0.046672,-0.218260,0.060698,0.016799,0.004389,0.009072,0.002836,0.002148,0.024273,0.010243,0.007537,0.002697,0.002407,0.061926,0.032578,0.022675,0.019248,0.009039,0.303678,0.017239,0.017719,0.080739,0.002096,0.015862,0.987464,0.207851,1.299392,0.182444,0.268552,0.276450,0.242382,0.140102,0.160032,0.163158,0.248306,0.122312,0.087907,0.010239,0.003207,0.006326,0.001062,0.001360,0.011768,0.007209,0.009170,0.001806,0.001207,0.047609,0.017257,0.011831,speech
0.112798,0.015793,2.125641,0.124924,0.161763,0.163223,0.003202,0.071455,-23.870875,3.714064,0.071452,-0.970790,-0.245341,0.094016,0.157943,-0.054845,-0.195497,0.158456,-0.206231,-0.118208,0.013892,0.016545,0.007370,0.010874,0.009004,0.022591,0.009170,0.007393,0.020995,0.009012,0.010643,0.007522,0.008706,0.011524,0.043370,0.008822,0.319008,0.022537,0.024454,0.042531,0.001525,0.005168,0.801977,0.203153,0.368728,0.207465,0.208974,0.114318,0.142636,0.137799,0.131448,0.104682,0.163252,0.101439,0.099962,0.008606,0.003637,0.006165,0.005452,0.007083,0.002834,0.003953,0.011335,0.004135,0.005427,0.003329,0.005869,0.001765,speech
0.068183,0.043523,2.963101,0.150252,0.203520,0.258637,0.002454,0.063950,-22.015730,3.380380,-0.034258,0.180745,0.019949,0.250696,0.125466,-0.284114,-0.232015,0.394433,-0.115026,0.147649,0.111530,0.017655,0.028240,0.026157,0.022638,0.003276,0.003226,0.002531,0.005011,0.020669,0.023118,0.014961,0.014466,0.017118,0.027923,0.016474,0.121321,0.036156,0.036817,0.068751,0.000814,0.008489,0.336727,0.199911,0.366784,0.099656,0.279282,0.069742,0.126058,0.076188,0.092454,0.063612,0.080193,0.064586,0.042698,0.008429,0.011758,0.010544,0.008033,0.001706,0.002303,0.001336,0.003289,0.018746,0.019433,0.009753,0.008518,0.004643,speech
0.068198,0.039865,2.787620,0.147029,0.212973,0.146176,0.002669,0.051700,-22.463516,3.562464,0.585819,0.040729,-0.403755,-0.070279,-0.130335,0.004437,-0.119718,0.339125,0.239798,-0.095398,-0.039739,0.014841,0.012954,0.013719,0.006077,0.013768,0.005936,0.002622,0.010925,0.022960,0.053762,0.052012,0.022940,0.022018,0.020507,0.016044,0.243307,0.026506,0.024748,0.052247,0.001543,0.003381,0.550340,0.235113,0.261356,0.154320,0.090133,0.092351,0.140391,0.077342,0.070252,0.060050,0.132195,0.073691,0.066965,0.011733,0.012973,0.007992,0.003509,0.006925,0.004499,0.001493,0.010115,0.013759,0.018659,0.019500,0.009604,0.005417,speech
